Fire!	Огонь!	CC-BY 2.0 (France) Attribution: tatoeba.org #1829639 (Spamster) & #2122406 (shanghainese)
Fire!	Пожар!	CC-BY 2.0 (France) Attribution: tatoeba.org #1829639 (Spamster) & #5380855 (Wezel)
Help!	Помогите!	CC-BY 2.0 (France) Attribution: tatoeba.org #435084 (lukaszpp) & #885303 (afyodor)
Help!	На помощь!	CC-BY 2.0 (France) Attribution: tatoeba.org #435084 (lukaszpp) & #2052462 (marafon)
Help!	Спасите!	CC-BY 2.0 (France) Attribution: tatoeba.org #435084 (lukaszpp) & #2052469 (marafon)
Help!	Помоги!	CC-BY 2.0 (France) Attribution: tatoeba.org #435084 (lukaszpp) & #5081773 (Julianushka)
Hide.	Прячься.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907581 (CK) & #8135487 (marafon)
Hide.	Прячьтесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907581 (CK) & #8135490 (marafon)
Hide.	Спрячься.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907581 (CK) & #9445132 (odexed)
Hide.	Спрячьтесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907581 (CK) & #10617576 (marafon)
Jump!	Прыгай!	CC-BY 2.0 (France) Attribution: tatoeba.org #1102981 (jamessilver) & #2053432 (Balamax)
Jump!	Прыгайте!	CC-BY 2.0 (France) Attribution: tatoeba.org #1102981 (jamessilver) & #2053433 (Balamax)
Jump.	Прыгай!	CC-BY 2.0 (France) Attribution: tatoeba.org #631038 (Shishir) & #2053432 (Balamax)
Jump.	Прыгайте!	CC-BY 2.0 (France) Attribution: tatoeba.org #631038 (Shishir) & #2053433 (Balamax)
Stay.	Оставайся.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907595 (CK) & #7895498 (marafon)
Stay.	Оставайтесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907595 (CK) & #7895499 (marafon)
Stay.	Останься.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907595 (CK) & #8915130 (marafon)
Stay.	Останьтесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #8907595 (CK) & #8915131 (marafon)
Stop!	Стой!	CC-BY 2.0 (France) Attribution: tatoeba.org #448320 (CM) & #626495 (ae5s)
Stop!	Остановитесь!	CC-BY 2.0 (France) Attribution: tatoeba.org #448320 (CM) & #2800490 (marafon)
Stop!	Остановись!	CC-BY 2.0 (France) Attribution: tatoeba.org #448320 (CM) & #2800492 (marafon)
Wait!	Стой!	CC-BY 2.0 (France) Attribution: tatoeba.org #1744314 (belgavox) & #626495 (ae5s)
Wait!	Подожди!	CC-BY 2.0 (France) Attribution: tatoeba.org #1744314 (belgavox) & #2124247 (marafon)
Wait!	Подождите!	CC-BY 2.0 (France) Attribution: tatoeba.org #1744314 (belgavox) & #2392209 (marafon)
Wait!	Ждите!	CC-BY 2.0 (France) Attribution: tatoeba.org #1744314 (belgavox) & #2800476 (marafon)
Wait!	Жди!	CC-BY 2.0 (France) Attribution: tatoeba.org #1744314 (belgavox) & #2800477 (marafon)
Wait!	Постой!	CC-BY 2.0 (France) Attribution: tatoeba.org #1744314 (belgavox) & #7022607 (marafon)
Wait.	Ждите.	CC-BY 2.0 (France) Attribution: tatoeba.org #3048304 (camilozeta) & #3048599 (odexed)
Wait.	Подожди.	CC-BY 2.0 (France) Attribution: tatoeba.org #3048304 (camilozeta) & #5137794 (marafon)
Wait.	Подождите.	CC-BY 2.0 (France) Attribution: tatoeba.org #3048304 (camilozeta) & #5707977 (odexed)
Begin.	Начинай.	CC-BY 2.0 (France) Attribution: tatoeba.org #6102432 (mailohilohi) & #4621042 (marafon)
Do it.	Сделай это.	CC-BY 2.0 (France) Attribution: tatoeba.org #6049386 (mailohilohi) & #4991638 (marafon)
Go on.	Продолжай.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230774 (CK) & #2606141 (Olya)
Go on.	Продолжайте.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230774 (CK) & #2606142 (Olya)
Hello!	Здравствуйте.	CC-BY 2.0 (France) Attribution: tatoeba.org #373330 (CK) & #402127 (odexed)
Hello!	Привет!	CC-BY 2.0 (France) Attribution: tatoeba.org #373330 (CK) & #466968 (katjka)
Hello!	Алло!	CC-BY 2.0 (France) Attribution: tatoeba.org #373330 (CK) & #797265 (afyodor)
Hello!	Приветик!	CC-BY 2.0 (France) Attribution: tatoeba.org #373330 (CK) & #7234283 (marafon)
Hello.	Здравствуйте.	CC-BY 2.0 (France) Attribution: tatoeba.org #1858850 (LanguageExpert) & #402127 (odexed)
Hello.	Здравствуйте!	CC-BY 2.0 (France) Attribution: tatoeba.org #1858850 (LanguageExpert) & #483499 (odexed)
Hurry!	Поспешите.	CC-BY 2.0 (France) Attribution: tatoeba.org #1182334 (Hideousss) & #5344006 (odexed)
I hid.	Я спряталась.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397686 (CK) & #2339492 (marafon)
I ran.	Я бежал.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828607 (CK) & #2522096 (marafon)
I ran.	Я бежала.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828607 (CK) & #2595183 (shanghainese)
I ran.	Я побежал.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828607 (CK) & #5913819 (marafon)
I ran.	Я побежала.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828607 (CK) & #6760219 (odexed)
I see.	Понимаю.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111796 (CK) & #3247175 (marafon)
I see.	Понятно.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111796 (CK) & #3247177 (marafon)
I see.	Вижу.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111796 (CK) & #5300569 (marafon)
I try.	Я пытаюсь.	CC-BY 2.0 (France) Attribution: tatoeba.org #20776 (CK) & #2595282 (shanghainese)
I try.	Я стараюсь.	CC-BY 2.0 (France) Attribution: tatoeba.org #20776 (CK) & #2657136 (odexed)
I try.	Я пробую.	CC-BY 2.0 (France) Attribution: tatoeba.org #20776 (CK) & #2657137 (odexed)
I won!	Я победил!	CC-BY 2.0 (France) Attribution: tatoeba.org #2005192 (CK) & #2005738 (Balamax)
I won!	Я победила!	CC-BY 2.0 (France) Attribution: tatoeba.org #2005192 (CK) & #2005740 (Balamax)
I won!	Я выиграл!	CC-BY 2.0 (France) Attribution: tatoeba.org #2005192 (CK) & #2799112 (marafon)
I won!	Я выиграла!	CC-BY 2.0 (France) Attribution: tatoeba.org #2005192 (CK) & #2799113 (marafon)
Oh no!	О нет!	CC-BY 2.0 (France) Attribution: tatoeba.org #1299275 (CK) & #3257522 (marafon)
Relax.	Расслабьтесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #1722133 (shanghainese) & #447189 (Hellerick)
Relax.	Попустись.	CC-BY 2.0 (France) Attribution: tatoeba.org #1722133 (shanghainese) & #1174316 (shanghainese)
Relax.	Расслабься.	CC-BY 2.0 (France) Attribution: tatoeba.org #1722133 (shanghainese) & #2124504 (marafon)
Shoot!	Стреляй!	CC-BY 2.0 (France) Attribution: tatoeba.org #7422159 (CM) & #3052667 (marafon)
Smile.	Улыбочка.	CC-BY 2.0 (France) Attribution: tatoeba.org #2764108 (CK) & #2764131 (odexed)
Smile.	Улыбнитесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #2764108 (CK) & #2764132 (odexed)
Smile.	Улыбнись.	CC-BY 2.0 (France) Attribution: tatoeba.org #2764108 (CK) & #2887236 (marafon)
Smile.	Улыбайся.	CC-BY 2.0 (France) Attribution: tatoeba.org #2764108 (CK) & #2887237 (marafon)
Smile.	Улыбнитесь!	CC-BY 2.0 (France) Attribution: tatoeba.org #2764108 (CK) & #4892166 (marafon)
Smile.	Улыбайтесь!	CC-BY 2.0 (France) Attribution: tatoeba.org #2764108 (CK) & #4892167 (marafon)
Sorry?	Извините?	CC-BY 2.0 (France) Attribution: tatoeba.org #9020701 (Rawrren) & #1507402 (Biga)
Sorry?	Извини?	CC-BY 2.0 (France) Attribution: tatoeba.org #9020701 (Rawrren) & #6764984 (Selena777)
Ask me.	Спросите меня.	CC-BY 2.0 (France) Attribution: tatoeba.org #8540654 (CK) & #11122274 (marafon)
Ask me.	Спроси меня.	CC-BY 2.0 (France) Attribution: tatoeba.org #8540654 (CK) & #11122275 (marafon)
Attack!	В атаку!	CC-BY 2.0 (France) Attribution: tatoeba.org #1972610 (CK) & #4544449 (sharptoothed)
Attack!	Фас!	CC-BY 2.0 (France) Attribution: tatoeba.org #1972610 (CK) & #5748944 (Wezel)
Buy it.	Купите её.	CC-BY 2.0 (France) Attribution: tatoeba.org #10016573 (ddnktr) & #4577522 (marafon)
Buy it.	Купи его.	CC-BY 2.0 (France) Attribution: tatoeba.org #10016573 (ddnktr) & #5800161 (marafon)
Buy it.	Купи это.	CC-BY 2.0 (France) Attribution: tatoeba.org #10016573 (ddnktr) & #5800162 (marafon)
Buy it.	Купи её.	CC-BY 2.0 (France) Attribution: tatoeba.org #10016573 (ddnktr) & #6738899 (marafon)
Buy it.	Купите его.	CC-BY 2.0 (France) Attribution: tatoeba.org #10016573 (ddnktr) & #6738900 (marafon)
Buy it.	Купите это.	CC-BY 2.0 (France) Attribution: tatoeba.org #10016573 (ddnktr) & #6739644 (marafon)
Cheers!	За ваше здоровье!	CC-BY 2.0 (France) Attribution: tatoeba.org #487006 (human600) & #664613 (salikh)
Cheers!	За Ваше здоровье!	CC-BY 2.0 (France) Attribution: tatoeba.org #487006 (human600) & #2017183 (Balamax)
Cheers!	Будем!	CC-BY 2.0 (France) Attribution: tatoeba.org #487006 (human600) & #2061131 (marafon)
Cheers!	Ваше здоровье!	CC-BY 2.0 (France) Attribution: tatoeba.org #487006 (human600) & #4758995 (sharptoothed)
Cheers!	Твоё здоровье!	CC-BY 2.0 (France) Attribution: tatoeba.org #487006 (human600) & #6544792 (marafon)
Eat it.	Съешь это.	CC-BY 2.0 (France) Attribution: tatoeba.org #4768107 (garborg) & #1735072 (shanghainese)
Eat it.	Съешь его.	CC-BY 2.0 (France) Attribution: tatoeba.org #4768107 (garborg) & #9060799 (marafon)
Eat it.	Съешьте его.	CC-BY 2.0 (France) Attribution: tatoeba.org #4768107 (garborg) & #9060804 (marafon)
Eat it.	Съешь её.	CC-BY 2.0 (France) Attribution: tatoeba.org #4768107 (garborg) & #9060809 (marafon)
Eat it.	Съешьте её.	CC-BY 2.0 (France) Attribution: tatoeba.org #4768107 (garborg) & #9060810 (marafon)
Eat it.	Съешьте это.	CC-BY 2.0 (France) Attribution: tatoeba.org #4768107 (garborg) & #9060817 (marafon)
Eat up.	Доедай.	CC-BY 2.0 (France) Attribution: tatoeba.org #4769344 (garborg) & #2021484 (shanghainese)
Exhale.	Выдохни.	CC-BY 2.0 (France) Attribution: tatoeba.org #6092717 (mailohilohi) & #6760054 (odexed)
Exhale.	Выдохните.	CC-BY 2.0 (France) Attribution: tatoeba.org #6092717 (mailohilohi) & #6760055 (odexed)
Fix it.	Исправь её.	CC-BY 2.0 (France) Attribution: tatoeba.org #11719883 (ddnktr) & #10166667 (marafon)
Freeze!	Ни с места!	CC-BY 2.0 (France) Attribution: tatoeba.org #2160489 (Dreamk33) & #2495574 (sharptoothed)
Freeze!	Никому не двигаться.	CC-BY 2.0 (France) Attribution: tatoeba.org #2160489 (Dreamk33) & #3252288 (marafon)
Freeze!	Застынь!	CC-BY 2.0 (France) Attribution: tatoeba.org #2160489 (Dreamk33) & #3513124 (corvard)
Freeze!	Замри!	CC-BY 2.0 (France) Attribution: tatoeba.org #2160489 (Dreamk33) & #4936815 (marafon)
Get up.	Вставай.	CC-BY 2.0 (France) Attribution: tatoeba.org #896158 (pauldhunt) & #413465 (Hellerick)
Get up.	Вставай!	CC-BY 2.0 (France) Attribution: tatoeba.org #896158 (pauldhunt) & #869615 (shanghainese)
Get up.	Поднимайся.	CC-BY 2.0 (France) Attribution: tatoeba.org #896158 (pauldhunt) & #5898216 (marafon)
Get up.	Поднимайтесь.	CC-BY 2.0 (France) Attribution: tatoeba.org #896158 (pauldhunt) & #5898217 (marafon)
Go now.	А теперь уходи.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #3255298 (Inego)
Go now.	Идите сейчас.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473767 (marafon)
Go now.	Поезжайте сейчас.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473768 (marafon)
Go now.	Иди сейчас.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473771 (marafon)
Go now.	Поезжай сейчас.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473772 (marafon)
Go now.	Теперь иди.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473781 (marafon)
Go now.	Теперь идите.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473782 (marafon)
Go now.	Иди уже.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473784 (marafon)
Go now.	Идите уже.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #6473785 (marafon)
Got it!	Понял!	CC-BY 2.0 (France) Attribution: tatoeba.org #320484 (CM) & #4435173 (sharptoothed)
Got it?	Понял?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (CM) & #2762896 (Wadimiy)
Got it?	Усёк?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (CM) & #2816324 (marafon)
Got it?	Усекла?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (CM) & #2816332 (marafon)
Got it?	Ферштейн?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (CM) & #2816464 (marafon)
He ran.	Он бежал.	CC-BY 2.0 (France) Attribution: tatoeba.org #672229 (CK) & #1643848 (Hayabusa)
Hop in.	Залезай.	CC-BY 2.0 (France) Attribution: tatoeba.org #1111548 (Scott) & #3079341 (marafon)
Hop in.	Запрыгивай.	CC-BY 2.0 (France) Attribution: tatoeba.org #1111548 (Scott) & #4662539 (sharptoothed)
Hug me.	Обними меня.	CC-BY 2.0 (France) Attribution: tatoeba.org #1852504 (CK) & #2224216 (sharptoothed)
Hug me.	Обнимите меня.	CC-BY 2.0 (France) Attribution: tatoeba.org #1852504 (CK) & #5873279 (marafon)
I fell.	Я упал.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #3876952 (odexed)
I fell.	Я упала.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #5207242 (marafon)
I hunt.	Я охочусь.	CC-BY 2.0 (France) Attribution: tatoeba.org #11061322 (shekitten) & #11695047 (marafon)
I knit.	Я вяжу.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828609 (CK) & #5947965 (marafon)
I know.	Я знаю.	CC-BY 2.0 (France) Attribution: tatoeba.org #319990 (CK) & #607512 (ae5s)
I know.	Знамо дело.	CC-BY 2.0 (France) Attribution: tatoeba.org #319990 (CK) & #1556170 (shanghainese)
I know.	Знаю.	CC-BY 2.0 (France) Attribution: tatoeba.org #319990 (CK) & #3247178 (marafon)
I left.	Я ушёл.	CC-BY 2.0 (France) Attribution: tatoeba.org #2307509 (erikspen) & #3435418 (Olya)
I left.	Я ушла.	CC-BY 2.0 (France) Attribution: tatoeba.org #2307509 (erikspen) & #3435419 (Olya)
I left.	Я уехал.	CC-BY 2.0 (France) Attribution: tatoeba.org #2307509 (erikspen) & #4990246 (marafon)
I left.	Я уехала.	CC-BY 2.0 (France) Attribution: tatoeba.org #2307509 (erikspen) & #4990248 (marafon)
I lied.	Я солгал.	CC-BY 2.0 (France) Attribution: tatoeba.org #3935374 (gianich73) & #3940927 (marafon)
I lied.	Я соврал.	CC-BY 2.0 (France) Attribution: tatoeba.org #3935374 (gianich73) & #3940928 (marafon)
I lost.	Я проиграл.	CC-BY 2.0 (France) Attribution: tatoeba.org #1755073 (Eldad) & #4662530 (sharptoothed)
I lost.	Я проиграла.	CC-BY 2.0 (France) Attribution: tatoeba.org #1755073 (Eldad) & #5571174 (Inego)
I paid.	Я заплатил.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828610 (CK) & #6006594 (odexed)
I paid.	Я заплатила.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828610 (CK) & #6006595 (odexed)
I pass.	Я пас.	CC-BY 2.0 (France) Attribution: tatoeba.org #9850637 (AlanF_US) & #3702422 (Ooneykcall)
I quit.	Я увольняюсь.	CC-BY 2.0 (France) Attribution: tatoeba.org #731636 (Eldad) & #731596 (shanghainese)
I sang.	Я пел.	CC-BY 2.0 (France) Attribution: tatoeba.org #7290637 (shekitten) & #3266282 (odexed)
I sang.	Я пела.	CC-BY 2.0 (France) Attribution: tatoeba.org #7290637 (shekitten) & #3266283 (odexed)
I spit.	Я плюю.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397689 (CK) & #9477907 (Katie_Yves)
I spit.	Я плююсь.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397689 (CK) & #9477909 (Katie_Yves)
I swim.	Я плаваю.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828611 (CK) & #6006597 (odexed)
I work.	Я работаю.	CC-BY 2.0 (France) Attribution: tatoeba.org #1581080 (olgalu) & #882179 (aleph)
I'm 19.	Мне девятнадцать лет.	CC-BY 2.0 (France) Attribution: tatoeba.org #442400 (sacredceltic) & #1794700 (marafon)
I'm OK.	Со мной всё в порядке.	CC-BY 2.0 (France) Attribution: tatoeba.org #433763 (CK) & #778056 (Wezzel)
I'm OK.	У меня всё хорошо.	CC-BY 2.0 (France) Attribution: tatoeba.org #433763 (CK) & #1183261 (Imp)
I'm OK.	Я в порядке.	CC-BY 2.0 (France) Attribution: tatoeba.org #433763 (CK) & #1509878 (Biga)
I'm OK.	У меня всё в порядке.	CC-BY 2.0 (France) Attribution: tatoeba.org #433763 (CK) & #3457140 (Olya)
I'm up.	Я встал.	CC-BY 2.0 (France) Attribution: tatoeba.org #2765357 (arnxy20) & #2115625 (sharptoothed)
I'm up.	Я встала.	CC-BY 2.0 (France) Attribution: tatoeba.org #2765357 (arnxy20) & #4640392 (marafon)
Inhale.	Вдохни.	CC-BY 2.0 (France) Attribution: tatoeba.org #6092716 (mailohilohi) & #6760052 (odexed)
Inhale.	Вдохните.	CC-BY 2.0 (France) Attribution: tatoeba.org #6092716 (mailohilohi) & #6760053 (odexed)
Listen.	Слушай!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913088 (CK) & #2771278 (marafon)
Listen.	Послушай!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913088 (CK) & #2771279 (marafon)
Listen.	Слушай.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913088 (CK) & #2851118 (odexed)
Listen.	Слушайте.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913088 (CK) & #2851119 (odexed)
Listen.	Послушай.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913088 (CK) & #4549477 (marafon)
Listen.	Послушайте.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913088 (CK) & #4549478 (marafon)
No way!	Не может быть!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #5619 (shanghainese)
No way!	Это невозможно!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #709161 (shanghainese)
No way!	Никогда в жизни!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #1722177 (marafon)
No way!	Быть не может!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #2242784 (marafon)
No way!	Это исключено!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #2242786 (marafon)
No way!	Ни в коем случае!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #2242790 (shanghainese)
No way!	Ни в коем случае.	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #2767643 (marafon)
No way!	Ни за что!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CM) & #3537242 (Ooneykcall)
Really?	Правда?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #1009371 (saiko)
Really?	Что, правда?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #1397950 (Biga)
Really?	Да неужели?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #1699544 (shanghainese)
Really?	Да неужто это правда?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #1805603 (soweli_Elepanto)
Really?	Вот как?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #3030973 (sharptoothed)
Really?	На самом деле?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #5081730 (Julianushka)
Really?	Реально?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #5887268 (astru)
Really?	В самом деле?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #7020867 (odexed)
Thanks!	Спасибо.	CC-BY 2.0 (France) Attribution: tatoeba.org #448645 (CK) & #1418818 (tien_oroniel)
Thanks!	Благодарю!	CC-BY 2.0 (France) Attribution: tatoeba.org #448645 (CK) & #2821990 (Netka)
Try it.	Попробуй.	CC-BY 2.0 (France) Attribution: tatoeba.org #4756252 (cairnhead) & #2574680 (odexed)
We hid.	Мы спрятались.	CC-BY 2.0 (France) Attribution: tatoeba.org #9081176 (CK) & #3281580 (marafon)
We ran.	Мы побежали.	CC-BY 2.0 (France) Attribution: tatoeba.org #9076381 (CK) & #6315578 (marafon)
We try.	Мы пытаемся.	CC-BY 2.0 (France) Attribution: tatoeba.org #247763 (CK) & #2566737 (odexed)
We won.	Мы выиграли.	CC-BY 2.0 (France) Attribution: tatoeba.org #2107675 (CK) & #2343740 (marafon)
We won.	Мы победили.	CC-BY 2.0 (France) Attribution: tatoeba.org #2107675 (CK) & #2343743 (marafon)
Why me?	Почему я?	CC-BY 2.0 (France) Attribution: tatoeba.org #24958 (CK) & #408110 (arseniiv)
Am I OK?	Со мной всё в порядке?	CC-BY 2.0 (France) Attribution: tatoeba.org #8057827 (OsoHombre) & #10273349 (marafon)
Ask Tom.	Спроси у Тома.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #1997558 (mrtaistoi)
Ask Tom.	Спросите у Тома.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #4433630 (marafon)
Ask Tom.	Попроси Тома.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #4433631 (marafon)
Ask Tom.	Попросите Тома.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #4433632 (marafon)
Ask Tom.	Спроси Тома.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #5898243 (marafon)
Ask Tom.	Спросите Тома.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #5898244 (marafon)
Ask him.	Спроси его.	CC-BY 2.0 (France) Attribution: tatoeba.org #3919925 (CH) & #5702459 (odexed)
Ask him.	Спросите его.	CC-BY 2.0 (France) Attribution: tatoeba.org #3919925 (CH) & #7244831 (marafon)
Ask him.	Спроси у него.	CC-BY 2.0 (France) Attribution: tatoeba.org #3919925 (CH) & #7244832 (marafon)
Ask him.	Спросите у него.	CC-BY 2.0 (France) Attribution: tatoeba.org #3919925 (CH) & #7244833 (marafon)
Awesome!	Отвал башки!	CC-BY 2.0 (France) Attribution: tatoeba.org #433512 (CK) & #1136017 (shanghainese)
Awesome!	Зашибись.	CC-BY 2.0 (France) Attribution: tatoeba.org #433512 (CK) & #1136019 (shanghainese)
Awesome.	Круто.	CC-BY 2.0 (France) Attribution: tatoeba.org #11790290 (ddnktr) & #2484253 (marafon)
Be calm.	Спокойно!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916317 (CK) & #3257574 (marafon)
Be calm.	Будь спокоен.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916317 (CK) & #3257581 (marafon)
Be calm.	Будь спокойна.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916317 (CK) & #3257582 (marafon)
Be calm.	Будьте спокойны.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916317 (CK) & #3257585 (marafon)
Be fair.	Будь честен!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916316 (CK) & #2671513 (odexed)
Be fair.	Будь справедлив.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916316 (CK) & #3257587 (marafon)
Be fair.	Будь справедлива.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916316 (CK) & #3257588 (marafon)
Be fair.	Будьте справедливы.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916316 (CK) & #3257596 (marafon)
Be good.	Веди себя хорошо.	CC-BY 2.0 (France) Attribution: tatoeba.org #7932304 (Seael) & #1113820 (ae5s)
Be kind.	Будь добр.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916315 (CK) & #9478265 (Katie_Yves)
Be kind.	Будь добра.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916315 (CK) & #9478266 (Katie_Yves)
Be kind.	Будьте добры.	CC-BY 2.0 (France) Attribution: tatoeba.org #1916315 (CK) & #9478268 (Katie_Yves)
